0,1,2,3,4
2187222896_c206d63396.jpg#2,an african american boy stands in front of a blue building in the handicapped space .,2187222896_c206d63396.jpg,flickr8k/Flicker8k_Dataset,test_mention
2211593099_4a4f1c85d2.jpg#2,a group of young middle eastern kids posing for the picture,2211593099_4a4f1c85d2.jpg,flickr8k/Flicker8k_Dataset,test_mention
2216568822_84c295c3b0.jpg#3,this helmeted person has a tattoo of an indian lady on their arm .,2216568822_84c295c3b0.jpg,flickr8k/Flicker8k_Dataset,test_mention
2228022180_9597b2a458.jpg#0,a bunch of asian children on steps .,2228022180_9597b2a458.jpg,flickr8k/Flicker8k_Dataset,test_mention
2246717855_c0c08fe5d2.jpg#2,three japanese people wait for the train .,2246717855_c0c08fe5d2.jpg,flickr8k/Flicker8k_Dataset,test_mention
2252403744_148fc11f68.jpg#0,an asian girl and boy playing on with a yellow ball on a black and white floor .,2252403744_148fc11f68.jpg,flickr8k/Flicker8k_Dataset,test_mention
2257099774_37d0d3aa9a.jpg#0,an elderly asian woman wearing a blue winter coat and red hat in front of a food counter .,2257099774_37d0d3aa9a.jpg,flickr8k/Flicker8k_Dataset,test_mention
2257294002_0073263c54.jpg#1,three asian kids dance while a man looks on .,2257294002_0073263c54.jpg,flickr8k/Flicker8k_Dataset,test_mention
2260369648_e21ae6494a.jpg#3,two asian girls in green and yellow band uniforms are facing each other .,2260369648_e21ae6494a.jpg,flickr8k/Flicker8k_Dataset,test_mention
2316097768_ef662f444b.jpg#0,a black guy smoking a cigarette .,2316097768_ef662f444b.jpg,flickr8k/Flicker8k_Dataset,test_mention
2339106348_2df90aa6a9.jpg#1,an asian boy and an asian girl are smiling in a crowd of people .,2339106348_2df90aa6a9.jpg,flickr8k/Flicker8k_Dataset,test_mention
2348491126_30db0d46ef.jpg#3,black man in sunglasses and leather jacket staring downward .,2348491126_30db0d46ef.jpg,flickr8k/Flicker8k_Dataset,test_mention
2354456107_bf5c766a05.jpg#4,"an african-american man wearing a green sweatshirt and blue vest is holding up 2 dollar bills in front of his face , while standing on a busy sidewalk in front of a group of men playing instruments .",2354456107_bf5c766a05.jpg,flickr8k/Flicker8k_Dataset,test_mention
2384728877_48c85d58af.jpg#3,two indian women walk down a road .,2384728877_48c85d58af.jpg,flickr8k/Flicker8k_Dataset,test_mention
2416964653_db3c2b6a0e.jpg#1,two young asian girls look off into the distance while standing in an urban area .,2416964653_db3c2b6a0e.jpg,flickr8k/Flicker8k_Dataset,test_mention
2420546021_4a59790da6.jpg#2,an asian girl is dressed in a colorful costume and yellow headdress .,2420546021_4a59790da6.jpg,flickr8k/Flicker8k_Dataset,test_mention
2422018883_336519b5c6.jpg#3,a young asian girl wearing a dress running .,2422018883_336519b5c6.jpg,flickr8k/Flicker8k_Dataset,test_mention
2436160351_108924a65b.jpg#1,two indian children walk and ride bikes down the street .,2436160351_108924a65b.jpg,flickr8k/Flicker8k_Dataset,test_mention
2456030728_d3d147e774.jpg#2,an asian girl with a finger up her nose .,2456030728_d3d147e774.jpg,flickr8k/Flicker8k_Dataset,test_mention
2460799229_ce45a1d940.jpg#0,asian boys play on a raft in a lake,2460799229_ce45a1d940.jpg,flickr8k/Flicker8k_Dataset,test_mention
2472634822_7d5d2858c0.jpg#4,a young asian boy running with a white and grey dog on green grass .,2472634822_7d5d2858c0.jpg,flickr8k/Flicker8k_Dataset,test_mention
2488795251_c108c77b13.jpg#1,three black girls wearing white shirts smiling,2488795251_c108c77b13.jpg,flickr8k/Flicker8k_Dataset,test_mention
2496399593_a24954a5ca.jpg#1,an asian girl is smiling whilst standing in font of some green bushes .,2496399593_a24954a5ca.jpg,flickr8k/Flicker8k_Dataset,test_mention
2529116152_4331dabf50.jpg#4,this black man appears to be break dancing on the pavement .,2529116152_4331dabf50.jpg,flickr8k/Flicker8k_Dataset,test_mention
2543679402_9359e1ee4e.jpg#0,a black man with gray hair half sitting half laying on a street floor .,2543679402_9359e1ee4e.jpg,flickr8k/Flicker8k_Dataset,test_mention
255091927_2eb643beb2.jpg#3,two asian men and asian woman sit in black massage chairs .,255091927_2eb643beb2.jpg,flickr8k/Flicker8k_Dataset,test_mention
255091930_aa2b5c0eb9.jpg#0,a black guy in a apron grilling cornstalks .,255091930_aa2b5c0eb9.jpg,flickr8k/Flicker8k_Dataset,test_mention
2589156742_c46bc82137.jpg#0,a black man drinking out of a paper cup .,2589156742_c46bc82137.jpg,flickr8k/Flicker8k_Dataset,test_mention
2592019072_a6c0090da4.jpg#2,asian girl with white tank top and pink shorts running through grass .,2592019072_a6c0090da4.jpg,flickr8k/Flicker8k_Dataset,test_mention
2593695271_4d9cc9bd6f.jpg#2,three asian children with backpacks walking down a brick street .,2593695271_4d9cc9bd6f.jpg,flickr8k/Flicker8k_Dataset,test_mention
2595102568_347f6d4b07.jpg#2,"an asian man , woman , and child are standing on a sidewalk .",2595102568_347f6d4b07.jpg,flickr8k/Flicker8k_Dataset,test_mention
2602279427_191773c9e2.jpg#0,an oriental girl wearing a yellow apron and a stocking cap .,2602279427_191773c9e2.jpg,flickr8k/Flicker8k_Dataset,test_mention
260392825_ea61660633.jpg#0,a black man in a red shirt .,260392825_ea61660633.jpg,flickr8k/Flicker8k_Dataset,test_mention
263233914_d25004e4cd.jpg#2,a small black girl in a bathing suit,263233914_d25004e4cd.jpg,flickr8k/Flicker8k_Dataset,test_mention
2635400219_2e1a984fd3.jpg#0,a middle eastern woman wearing a blue headscarf sits next to a boy in blue clothes .,2635400219_2e1a984fd3.jpg,flickr8k/Flicker8k_Dataset,test_mention
263850317_5bb3a18a08.jpg#0,an asian girl carrying a pink bag is walking away down a busy city street .,263850317_5bb3a18a08.jpg,flickr8k/Flicker8k_Dataset,test_mention
2652522323_9218afd8c2.jpg#2,a young asian girl with a woman plays with a blue ball in a part setting .,2652522323_9218afd8c2.jpg,flickr8k/Flicker8k_Dataset,test_mention
2667015110_1670324a33.jpg#1,a young asian boy in a orange long-sleeved t-shirt holds a magazine .,2667015110_1670324a33.jpg,flickr8k/Flicker8k_Dataset,test_mention
2676648667_cb055b4fc6.jpg#2,the elderly african woman is sitting on a blue chair in front of a rough brick wall .,2676648667_cb055b4fc6.jpg,flickr8k/Flicker8k_Dataset,test_mention
2688902319_52ceaf4a2a.jpg#3,"older asian man , wearing orange robes in urban area .",2688902319_52ceaf4a2a.jpg,flickr8k/Flicker8k_Dataset,test_mention
2710416789_555180e399.jpg#0,a chubby asian boy is wearing glasses .,2710416789_555180e399.jpg,flickr8k/Flicker8k_Dataset,test_mention
2712974062_6d5b6aa7f0.jpg#0,an asian girl wearing a very colorful dress is carrying a plastic cup .,2712974062_6d5b6aa7f0.jpg,flickr8k/Flicker8k_Dataset,test_mention
2745441424_5659f6acc8.jpg#0,an african american woman with 2 young girls .,2745441424_5659f6acc8.jpg,flickr8k/Flicker8k_Dataset,test_mention
2752341621_54490b9b09.jpg#1,a group of middle eastern people walking through the snow .,2752341621_54490b9b09.jpg,flickr8k/Flicker8k_Dataset,test_mention
2760715910_87c7bdeb87.jpg#1,an asian man balancing a hat on a stick,2760715910_87c7bdeb87.jpg,flickr8k/Flicker8k_Dataset,test_mention
2774581025_81a3074e2e.jpg#3,a young asian boy running on the sand,2774581025_81a3074e2e.jpg,flickr8k/Flicker8k_Dataset,test_mention
2807177340_bc85291df5.jpg#3,african-american boy is playing on playground .,2807177340_bc85291df5.jpg,flickr8k/Flicker8k_Dataset,test_mention
2812125355_5e11a76533.jpg#2,an asian boy eats with chopsticks .,2812125355_5e11a76533.jpg,flickr8k/Flicker8k_Dataset,test_mention
2842865689_e37256d9ce.jpg#0,an african man and a boy are standing behind a coarse wooden table in a blue room .,2842865689_e37256d9ce.jpg,flickr8k/Flicker8k_Dataset,test_mention
2844641033_dab3715a99.jpg#0,a black boy in orange and white trucks on playing in the sand .,2844641033_dab3715a99.jpg,flickr8k/Flicker8k_Dataset,test_mention
2856700531_312528eea4.jpg#4,an asian man thinks to himself .,2856700531_312528eea4.jpg,flickr8k/Flicker8k_Dataset,test_mention
2860202109_97b2b22652.jpg#0,a black man is wearing sunglasses and a blue shirt with a white undershirt .,2860202109_97b2b22652.jpg,flickr8k/Flicker8k_Dataset,test_mention
2866820467_ae699235a7.jpg#0,a black person in black and red is sleeping on a bench with an open black umbrella .,2866820467_ae699235a7.jpg,flickr8k/Flicker8k_Dataset,test_mention
2886837407_a4510ab1ef.jpg#0,two asian children smile while hugging each other .,2886837407_a4510ab1ef.jpg,flickr8k/Flicker8k_Dataset,test_mention
2909081008_9a7bfc599a.jpg#2,an asian man and woman smile while the man points to something to the right of the picture .,2909081008_9a7bfc599a.jpg,flickr8k/Flicker8k_Dataset,test_mention
2913207978_9e9624e249.jpg#0,an asian woman holding a fan watches traffic go by .,2913207978_9e9624e249.jpg,flickr8k/Flicker8k_Dataset,test_mention
2914331767_8574e7703d.jpg#0,a dark-skinned man is jumping in the air during a sports game .,2914331767_8574e7703d.jpg,flickr8k/Flicker8k_Dataset,test_mention
2916009941_34a0013803.jpg#1,an asian boy is holding onto the metal railing of a wooden bridge .,2916009941_34a0013803.jpg,flickr8k/Flicker8k_Dataset,test_mention
2917057791_3d68a055ca.jpg#3,"a little dark-skinned boy in a yellow , number 21 jersey sees a pigeon .",2917057791_3d68a055ca.jpg,flickr8k/Flicker8k_Dataset,test_mention
2930622766_fa8f84deb1.jpg#3,a middle eastern man is standing with his back against a lamp post near to other people who are waiting around .,2930622766_fa8f84deb1.jpg,flickr8k/Flicker8k_Dataset,test_mention
2937461473_11bbace28c.jpg#3,group of asian children dressed in white shirts and hats performing with a crowd looking on .,2937461473_11bbace28c.jpg,flickr8k/Flicker8k_Dataset,test_mention
2938072630_d641b63e4d.jpg#1,an old asian woman is sitting in front of a subway train and passengers are walking by her .,2938072630_d641b63e4d.jpg,flickr8k/Flicker8k_Dataset,test_mention
2993167183_2bda95fa3d.jpg#2,a tall black man playing basketball .,2993167183_2bda95fa3d.jpg,flickr8k/Flicker8k_Dataset,test_mention
3005126574_49c28ffbee.jpg#0,a black man is wearing a brown shirt and a necklace .,3005126574_49c28ffbee.jpg,flickr8k/Flicker8k_Dataset,test_mention
300922408_05a4f9938c.jpg#0,"a black man and a large , golden dog are on the beach .",300922408_05a4f9938c.jpg,flickr8k/Flicker8k_Dataset,test_mention
3017203816_5dc2a6b392.jpg#0,a blond lady and an asian guy have blood stains on their face and neck .,3017203816_5dc2a6b392.jpg,flickr8k/Flicker8k_Dataset,test_mention
3019609769_c7809177f6.jpg#0,a group of dark-skinned people are walking past barbed wire .,3019609769_c7809177f6.jpg,flickr8k/Flicker8k_Dataset,test_mention
3030962048_f71948226c.jpg#0,an elderly indian lady is wearing an orange headscarf and bangles .,3030962048_f71948226c.jpg,flickr8k/Flicker8k_Dataset,test_mention
3046429283_08de594901.jpg#3,black man in black leather jacket,3046429283_08de594901.jpg,flickr8k/Flicker8k_Dataset,test_mention
306315650_e064f5c677.jpg#1,an indian woman stands in an outdoor marketplace .,306315650_e064f5c677.jpg,flickr8k/Flicker8k_Dataset,test_mention
307301755_48919ef1b2.jpg#0,a black man sitting next to a tree in a rural area .,307301755_48919ef1b2.jpg,flickr8k/Flicker8k_Dataset,test_mention
3078229723_2aa52600de.jpg#0,an african man in blue jeans is holding the hands of two boys that are eating ice creams .,3078229723_2aa52600de.jpg,flickr8k/Flicker8k_Dataset,test_mention
3079917032_3cfacb2fd7.jpg#3,"three asian women , two young , one old , on an urban sidewalk .",3079917032_3cfacb2fd7.jpg,flickr8k/Flicker8k_Dataset,test_mention
307994435_592f933a6d.jpg#1,an asian guy giving thumbs up with his eyes closed and tongue out .,307994435_592f933a6d.jpg,flickr8k/Flicker8k_Dataset,test_mention
308014594_f1d5e75507.jpg#0,two japanese girls are wearing traditional dress .,308014594_f1d5e75507.jpg,flickr8k/Flicker8k_Dataset,test_mention
3088074124_481139dc92.jpg#0,a group of indian people talking to each other,3088074124_481139dc92.jpg,flickr8k/Flicker8k_Dataset,test_mention
3091921457_83eee69591.jpg#0,african kids stare throughwindow,3091921457_83eee69591.jpg,flickr8k/Flicker8k_Dataset,test_mention
3092756650_557c5f2d03.jpg#0,a group of indian men are just standing around with their arms crossed .,3092756650_557c5f2d03.jpg,flickr8k/Flicker8k_Dataset,test_mention
3099504809_565e17e49d.jpg#4,there is an oriental man climbing up a mountain .,3099504809_565e17e49d.jpg,flickr8k/Flicker8k_Dataset,test_mention
3101378069_f8caa14c0a.jpg#3,an asian woman rows a boat loaded with supplies .,3101378069_f8caa14c0a.jpg,flickr8k/Flicker8k_Dataset,test_mention
3107889179_106d223345.jpg#1,an old lady and a child are sitting at an ornate green table whilst being served by food by an african person .,3107889179_106d223345.jpg,flickr8k/Flicker8k_Dataset,test_mention
3109268897_d43797fc6a.jpg#1,an older asian man wearing an embroidered ski cap poses for a picture .,3109268897_d43797fc6a.jpg,flickr8k/Flicker8k_Dataset,test_mention
3116039960_54d1d68145.jpg#2,a japanese girl carries a green balloon .,3116039960_54d1d68145.jpg,flickr8k/Flicker8k_Dataset,test_mention
3135504530_0f4130d8f8.jpg#1,two asian girls laughing together,3135504530_0f4130d8f8.jpg,flickr8k/Flicker8k_Dataset,test_mention
3147217787_ed21cd4990.jpg#0,a black man is dunking a basketball while another man jostles him on the court .,3147217787_ed21cd4990.jpg,flickr8k/Flicker8k_Dataset,test_mention
3152317129_177b4678b7.jpg#3,"two black children , one wearing a floatation device , play in a pool .",3152317129_177b4678b7.jpg,flickr8k/Flicker8k_Dataset,test_mention
3154641421_d1b9b8c24c.jpg#2,a black man playing basketball with orange shoes,3154641421_d1b9b8c24c.jpg,flickr8k/Flicker8k_Dataset,test_mention
3159569570_dff24e7be9.jpg#2,a group of african children are dressed in colorful clothes .,3159569570_dff24e7be9.jpg,flickr8k/Flicker8k_Dataset,test_mention
3165936115_cb4017d94e.jpg#3,two young asian men juggle colored boxes in a mall .,3165936115_cb4017d94e.jpg,flickr8k/Flicker8k_Dataset,test_mention
3172384527_b107385a20.jpg#0,a large group of asian people are eating at a restaurant .,3172384527_b107385a20.jpg,flickr8k/Flicker8k_Dataset,test_mention
3174228611_6cf9d2266b.jpg#1,a dark skinned man in a white sports outfit plays basketball .,3174228611_6cf9d2266b.jpg,flickr8k/Flicker8k_Dataset,test_mention
3175446111_681a89f873.jpg#3,an asian man is fishing in an arcade game .,3175446111_681a89f873.jpg,flickr8k/Flicker8k_Dataset,test_mention
3183195653_11b66acb34.jpg#0,the brightly dressed middle eastern women are conversing in the market .,3183195653_11b66acb34.jpg,flickr8k/Flicker8k_Dataset,test_mention
3184031654_34b5c4ffe1.jpg#0,the middle eastern woman wearing the pink headscarf is walking beside a woman in a purple headscarf .,3184031654_34b5c4ffe1.jpg,flickr8k/Flicker8k_Dataset,test_mention
3203908917_53e53c03d1.jpg#3,some middle eastern people have set an israeli flag on fire .,3203908917_53e53c03d1.jpg,flickr8k/Flicker8k_Dataset,test_mention
3207358897_bfa61fa3c6.jpg#0,an asian girl performs a routine with two red flags in a square .,3207358897_bfa61fa3c6.jpg,flickr8k/Flicker8k_Dataset,test_mention
3208987435_780ae35ef0.jpg#0,an asian woman holding an asian baby that is reaching toward the camera .,3208987435_780ae35ef0.jpg,flickr8k/Flicker8k_Dataset,test_mention
3210419174_d083a16f77.jpg#4,"two women of african descent , a dark skinned man and western man in a white shirt posing for a photograph .",3210419174_d083a16f77.jpg,flickr8k/Flicker8k_Dataset,test_mention
3211577298_14296db6fd.jpg#3,an african american man is jumping off a surfboard in a crashing wave in the ocean .,3211577298_14296db6fd.jpg,flickr8k/Flicker8k_Dataset,test_mention
3217056901_fe2c70377d.jpg#0,a group of asian children are part of an audience sitting on blue benches .,3217056901_fe2c70377d.jpg,flickr8k/Flicker8k_Dataset,test_mention
3217909454_7baa0edbb2.jpg#0,an older dark-skinned woman holding a lighter-skinned baby .,3217909454_7baa0edbb2.jpg,flickr8k/Flicker8k_Dataset,test_mention
3220009216_10f088185e.jpg#1,two asian kids are playing with a very large tree branch .,3220009216_10f088185e.jpg,flickr8k/Flicker8k_Dataset,test_mention
3220200084_3ea129336e.jpg#0,a black woman with a colourful bandanna on her head carrying a sleeping boy in a backpack .,3220200084_3ea129336e.jpg,flickr8k/Flicker8k_Dataset,test_mention
3224560800_8fefd52510.jpg#4,an african man is performing a trick with a stick that is burning with fire at both ends .,3224560800_8fefd52510.jpg,flickr8k/Flicker8k_Dataset,test_mention
3240094420_a9eea11d39.jpg#0,a group of asian women standing together for photo .,3240094420_a9eea11d39.jpg,flickr8k/Flicker8k_Dataset,test_mention
3242007318_01e82171aa.jpg#0,two asian girls are standing outside a red brick building,3242007318_01e82171aa.jpg,flickr8k/Flicker8k_Dataset,test_mention
324208502_674488bcea.jpg#1,an older person is sitting on a red bench next to a black man with a children 's bookstore behind them both .,324208502_674488bcea.jpg,flickr8k/Flicker8k_Dataset,test_mention
3249062399_0dafe5e4f5.jpg#0,"three asian women , one elderly , one a child and one an adult crossing a street .",3249062399_0dafe5e4f5.jpg,flickr8k/Flicker8k_Dataset,test_mention
3249891130_b241591e89.jpg#3,four asian girls are walking through a locker room .,3249891130_b241591e89.jpg,flickr8k/Flicker8k_Dataset,test_mention
3250695024_93e8ab7305.jpg#3,"oriental man , and two women facing camera and young child with back to camera .",3250695024_93e8ab7305.jpg,flickr8k/Flicker8k_Dataset,test_mention
3266406566_d64e57e65a.jpg#0,a black woman and two black children are sitting in a thatched tent .,3266406566_d64e57e65a.jpg,flickr8k/Flicker8k_Dataset,test_mention
3271061953_700b96520c.jpg#3,many middle eastern people are sitting in the back of a blue truck .,3271061953_700b96520c.jpg,flickr8k/Flicker8k_Dataset,test_mention
3271385712_ffd34f2de5.jpg#3,three asian people sitting down .,3271385712_ffd34f2de5.jpg,flickr8k/Flicker8k_Dataset,test_mention
3276475986_66cd9cc7e4.jpg#0,asian women standing near a pole .,3276475986_66cd9cc7e4.jpg,flickr8k/Flicker8k_Dataset,test_mention
3285180819_a9712fd2bc.jpg#3,two black men playing basketball in a gym .,3285180819_a9712fd2bc.jpg,flickr8k/Flicker8k_Dataset,test_mention
3286406057_a1668655af.jpg#0,"two asian women in red bottoms , one in a blue top , one in a white top , leaning down over something while the woman in the blue top smiles .",3286406057_a1668655af.jpg,flickr8k/Flicker8k_Dataset,test_mention
3286543624_7a327f79ae.jpg#1,an asian girl looking surprised in front of a brick window,3286543624_7a327f79ae.jpg,flickr8k/Flicker8k_Dataset,test_mention
3296124052_6f1d1c9f8d.jpg#2,an asian man is cooking on dish that is on fire in a commercial style kitchen .,3296124052_6f1d1c9f8d.jpg,flickr8k/Flicker8k_Dataset,test_mention
3296226598_1c892c4351.jpg#0,a black man is walking next to a building in a big city .,3296226598_1c892c4351.jpg,flickr8k/Flicker8k_Dataset,test_mention
3310551665_15b79ef4ea.jpg#2,asian boy puts his head inside a large bubble .,3310551665_15b79ef4ea.jpg,flickr8k/Flicker8k_Dataset,test_mention
3325497914_f9014d615b.jpg#0,an older asian lady holding the hand of a little asian girl .,3325497914_f9014d615b.jpg,flickr8k/Flicker8k_Dataset,test_mention
3327563443_870a33f748.jpg#3,the asian girl in white is standing next to the woman in green is carrying a basket .,3327563443_870a33f748.jpg,flickr8k/Flicker8k_Dataset,test_mention
3330333217_1a69497a74.jpg#0,a black man in a blue shirt stands next to a black man in a red robe .,3330333217_1a69497a74.jpg,flickr8k/Flicker8k_Dataset,test_mention
3332248667_617606714b.jpg#1,an oriental man and woman are sitting in a subway train .,3332248667_617606714b.jpg,flickr8k/Flicker8k_Dataset,test_mention
3347500603_13670ee6bf.jpg#0,two asian men walking down the street holding red bags .,3347500603_13670ee6bf.jpg,flickr8k/Flicker8k_Dataset,test_mention
3347666612_659e6e2207.jpg#4,two indian children are being squirted by a jet of water .,3347666612_659e6e2207.jpg,flickr8k/Flicker8k_Dataset,test_mention
3348191949_b0b925e5f1.jpg#0,two asian girls dressed in black pose for a picture in front of dry trees .,3348191949_b0b925e5f1.jpg,flickr8k/Flicker8k_Dataset,test_mention
3349194268_0ee555c9a2.jpg#1,the two asian girls smile at the camera in the field of yellow flowers .,3349194268_0ee555c9a2.jpg,flickr8k/Flicker8k_Dataset,test_mention
3350785999_462f333c44.jpg#1,a group of african women and children wearing brightly colored clothes .,3350785999_462f333c44.jpg,flickr8k/Flicker8k_Dataset,test_mention
3350786891_6d39b234e9.jpg#0,a group of dark skinned children are sitting beside a red metal container .,3350786891_6d39b234e9.jpg,flickr8k/Flicker8k_Dataset,test_mention
3351418768_596ef7fd6f.jpg#1,an afican american woman standing behind two small african american children .,3351418768_596ef7fd6f.jpg,flickr8k/Flicker8k_Dataset,test_mention
3351667632_00f586a30c.jpg#4,"older black man handing small blue object to group of younger black men , outdoors .",3351667632_00f586a30c.jpg,flickr8k/Flicker8k_Dataset,test_mention
3351667846_ac43118ae5.jpg#0,african american men receiving plates of food out of a window .,3351667846_ac43118ae5.jpg,flickr8k/Flicker8k_Dataset,test_mention
3356284586_21c6f155a5.jpg#0,an asian girl is standing in a crowd wearing red lipstick .,3356284586_21c6f155a5.jpg,flickr8k/Flicker8k_Dataset,test_mention
3356642567_f1d92cb81b.jpg#3,a young asian girl stands between two tree trunks .,3356642567_f1d92cb81b.jpg,flickr8k/Flicker8k_Dataset,test_mention
3356700488_183566145b.jpg#0,a japanese man and woman are walking past a green car .,3356700488_183566145b.jpg,flickr8k/Flicker8k_Dataset,test_mention
3358621566_12bac2e9d2.jpg#2,there are two oriental people in robes standing next to some shelves .,3358621566_12bac2e9d2.jpg,flickr8k/Flicker8k_Dataset,test_mention
3364258732_9942c557e5.jpg#0,an asian man in a black tracksuit is watching students doing exercised on basketball court .,3364258732_9942c557e5.jpg,flickr8k/Flicker8k_Dataset,test_mention
3364796213_b8948913b5.jpg#3,asian people are riding bike and holding up banners in a parade .,3364796213_b8948913b5.jpg,flickr8k/Flicker8k_Dataset,test_mention
3364797223_1f0b2f98ed.jpg#2,a group of young asian boys and girls holding black flags .,3364797223_1f0b2f98ed.jpg,flickr8k/Flicker8k_Dataset,test_mention
3364861247_d590fa170d.jpg#4,there are oriental people standing together .,3364861247_d590fa170d.jpg,flickr8k/Flicker8k_Dataset,test_mention
3381788544_2c50e139dd.jpg#0,a group of asian girls are standing together .,3381788544_2c50e139dd.jpg,flickr8k/Flicker8k_Dataset,test_mention
3400041870_4e7732b40f.jpg#0,an asian boy and girl are walking in a park .,3400041870_4e7732b40f.jpg,flickr8k/Flicker8k_Dataset,test_mention
3404552106_f516df0f5b.jpg#0,a group of asian girls dressed in pink and purple posing in a straight line,3404552106_f516df0f5b.jpg,flickr8k/Flicker8k_Dataset,test_mention
3405100926_e96308ce89.jpg#1,black people dancing in a boston square .,3405100926_e96308ce89.jpg,flickr8k/Flicker8k_Dataset,test_mention
3422458549_f3f3878dbf.jpg#0,an african american woman dressed in orange is hitting a tennis ball with a racquet .,3422458549_f3f3878dbf.jpg,flickr8k/Flicker8k_Dataset,test_mention
3423225860_16e26eef74.jpg#1,an african american woman is leaning over while holding a tennis racket .,3423225860_16e26eef74.jpg,flickr8k/Flicker8k_Dataset,test_mention
3429351964_531de1bf16.jpg#0,an asian woman is at a market stall that is selling bananas .,3429351964_531de1bf16.jpg,flickr8k/Flicker8k_Dataset,test_mention
3433470650_a8b1c27173.jpg#2,a group of middle eastern men are walking down a street in front of a building .,3433470650_a8b1c27173.jpg,flickr8k/Flicker8k_Dataset,test_mention
3442242092_e579538d82.jpg#2,the asian girl wearing a pink and black striped top is walking next to the girl in the grey top .,3442242092_e579538d82.jpg,flickr8k/Flicker8k_Dataset,test_mention
3447007090_08d997833a.jpg#1,a group of seven asian girls and boys are waiting to cross a street .,3447007090_08d997833a.jpg,flickr8k/Flicker8k_Dataset,test_mention
3449114979_6cdc3e8da8.jpg#2,six african children sitting at two tables .,3449114979_6cdc3e8da8.jpg,flickr8k/Flicker8k_Dataset,test_mention
3467282545_273a97b628.jpg#4,three middle eastern men are sitting on the floor by a green wall looking at some paperwork .,3467282545_273a97b628.jpg,flickr8k/Flicker8k_Dataset,test_mention
